"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 02, 2018","117.35","117.35","117.35","117.35","0.02K","-0.38%"
"Aug 01, 2018","117.80","118.10","118.10","118.10","0.03K","0.21%"
"Jul 31, 2018","117.55","116.00","116.00","116.00","0.04K","1.73%"
"Jul 30, 2018","115.55","115.20","115.20","115.20","0.15K","-3.63%"
"Jul 27, 2018","119.90","119.90","119.90","119.90","0.01K","0.00%"
"Jul 26, 2018","119.90","119.90","119.90","119.90","-","0.00%"
"Jul 25, 2018","119.90","119.90","119.90","119.90","0.01K","0.50%"
"Jul 24, 2018","119.30","119.30","119.30","119.30","0.01K","0.55%"
"Jul 23, 2018","118.65","118.65","118.65","118.65","0.01K","0.81%"
"Jul 20, 2018","117.70","117.70","117.70","117.70","0.02K","-1.34%"
"Jul 19, 2018","119.30","119.30","119.30","119.30","0.00K","-0.25%"
"Jul 18, 2018","119.60","119.60","119.60","119.60","0.01K","0.76%"
"Jul 17, 2018","118.70","118.70","118.70","118.70","0.06K","0.38%"
"Jul 16, 2018","118.25","118.25","118.25","118.25","0.02K","0.47%"
"Jul 13, 2018","117.70","117.70","117.70","117.70","0.02K","-0.30%"
"Jul 12, 2018","118.05","118.05","118.05","118.05","0.03K","0.13%"
"Jul 11, 2018","117.90","117.90","117.90","117.90","0.04K","0.38%"
"Jul 10, 2018","117.45","117.45","117.45","117.45","0.02K","1.16%"
"Jul 09, 2018","116.10","116.10","116.10","116.10","0.01K","0.00%"
"Jul 06, 2018","116.10","116.10","116.10","116.10","0.01K","-0.43%"
"Jul 05, 2018","116.60","116.20","116.20","116.20","0.16K","0.09%"
"Jul 04, 2018","116.50","116.50","116.50","116.50","0.15K","1.00%"
"Jul 03, 2018","115.35","116.00","116.00","116.00","0.11K","0.30%"
"Jul 02, 2018","115.00","115.70","115.70","115.70","0.04K","0.52%"
"Jun 29, 2018","114.40","114.40","114.40","114.40","0.02K","0.00%"
"Jun 28, 2018","114.40","114.40","114.40","114.40","-","0.00%"
"Jun 27, 2018","114.40","114.40","114.40","114.40","0.00K","-0.31%"
"Jun 26, 2018","114.75","114.75","114.75","114.75","-","0.22%"
"Jun 25, 2018","114.50","114.50","114.50","114.50","0.01K","0.39%"
"Jun 22, 2018","114.05","114.05","114.05","114.05","0.02K","0.04%"
"Jun 21, 2018","114.00","114.00","114.00","114.00","0.01K","-0.39%"
"Jun 20, 2018","114.45","114.45","114.45","114.45","0.04K","-0.78%"
"Jun 19, 2018","115.35","115.35","115.35","115.35","0.03K","-0.47%"
"Jun 18, 2018","115.90","115.90","115.90","115.90","0.03K","0.78%"
"Jun 15, 2018","115.00","115.00","115.00","115.00","0.01K","-0.43%"
"Jun 14, 2018","115.50","116.00","116.00","116.00","0.00K","-0.43%"
"Jun 13, 2018","116.00","116.00","116.00","116.00","0.01K","0.39%"
"Jun 12, 2018","115.55","115.55","115.55","115.55","0.01K","1.05%"
"Jun 11, 2018","114.35","114.35","114.35","114.35","0.14K","0.44%"
"Jun 08, 2018","113.85","113.85","113.85","113.85","0.01K","-0.22%"
"Jun 07, 2018","114.10","114.10","114.10","114.10","0.03K","1.15%"
"Jun 06, 2018","112.80","112.80","112.80","112.80","0.01K","-0.18%"
"Jun 05, 2018","113.00","112.50","113.00","112.50","0.03K","-0.26%"
"Jun 04, 2018","113.30","112.85","114.00","112.85","0.12K","2.03%"
"Jun 01, 2018","111.05","112.00","112.50","112.00","0.01K","0.82%"
"May 31, 2018","110.15","109.00","110.50","109.00","0.07K","1.38%"
"May 30, 2018","108.65","106.65","108.75","106.65","0.05K","1.68%"
"May 29, 2018","106.85","106.75","107.00","106.75","0.02K","-0.47%"
"May 28, 2018","107.35","107.35","107.35","107.35","-","1.80%"
"May 25, 2018","105.45","105.45","105.45","105.45","0.00K","0.72%"
"May 24, 2018","104.70","104.70","104.70","104.70","0.01K","-0.05%"
"May 23, 2018","104.75","104.75","104.75","104.75","0.06K","-0.43%"
"May 22, 2018","105.20","105.20","105.20","105.20","0.02K","0.57%"
"May 21, 2018","104.60","104.60","104.60","104.60","0.01K","0.24%"
"May 18, 2018","104.35","104.35","104.35","104.35","0.03K","0.19%"
"May 17, 2018","104.15","104.15","104.15","104.15","0.01K","-0.43%"
"May 16, 2018","104.60","104.60","104.60","104.60","0.03K","0.34%"
"May 15, 2018","104.25","104.25","104.25","104.25","0.01K","1.71%"
"May 14, 2018","102.50","102.50","102.50","102.50","0.04K","0.74%"
"May 11, 2018","101.75","101.75","101.75","101.75","0.01K","0.25%"
"May 10, 2018","101.50","101.50","101.50","101.50","0.03K","0.79%"
"May 09, 2018","100.70","100.70","100.70","100.70","0.06K","-0.30%"
"May 08, 2018","101.00","101.00","101.00","101.00","0.03K","0.45%"
"May 07, 2018","100.55","100.55","100.55","100.55","-","0.00%"
"May 04, 2018","100.55","100.55","100.55","100.55","0.01K","0.45%"
"May 03, 2018","100.10","100.10","100.10","100.10","0.03K","-0.89%"
"May 02, 2018","101.00","101.00","101.00","101.00","0.18K","-1.03%"
"May 01, 2018","102.05","101.45","101.45","101.30","0.06K","2.67%"
"Apr 30, 2018","99.40","99.40","99.40","99.40","0.07K","6.14%"
"Apr 27, 2018","93.65","93.65","93.65","93.65","0.01K","0.16%"
"Apr 26, 2018","93.50","93.50","93.50","93.50","0.03K","0.05%"
"Apr 25, 2018","93.45","93.45","93.45","93.45","0.01K","0.21%"
"Apr 24, 2018","93.25","93.25","93.25","93.25","0.02K","-0.11%"
"Apr 23, 2018","93.35","93.30","93.30","93.30","0.02K","-0.11%"
"Apr 20, 2018","93.45","93.45","93.45","93.45","0.02K","-0.32%"
"Apr 19, 2018","93.75","93.75","93.75","93.75","0.04K","1.19%"
"Apr 18, 2018","92.65","92.65","92.65","92.65","0.09K","0.65%"
"Apr 17, 2018","92.05","92.70","92.70","92.70","0.10K","-1.02%"
"Apr 16, 2018","93.00","93.00","93.00","93.00","0.03K","-0.43%"
"Apr 13, 2018","93.40","93.40","93.40","93.40","0.17K","-0.27%"
"Apr 12, 2018","93.65","93.65","93.65","93.65","0.03K","0.00%"
"Apr 11, 2018","93.65","93.65","93.65","93.65","0.06K","0.16%"
"Apr 10, 2018","93.50","93.50","93.50","93.50","0.05K","-0.74%"
"Apr 09, 2018","94.20","94.20","94.20","94.20","0.06K","0.32%"
"Apr 06, 2018","93.90","93.90","93.90","93.90","0.05K","-0.27%"
"Apr 05, 2018","94.15","94.15","94.15","94.15","0.15K","0.64%"
"Apr 04, 2018","93.55","93.55","93.55","93.55","0.25K","1.68%"
"Apr 03, 2018","92.00","93.40","93.40","93.25","0.11K","-0.27%"
"Apr 02, 2018","92.25","92.25","92.25","92.25","-","-4.30%"
"Mar 29, 2018","96.40","96.40","96.40","96.40","0.02K","-0.26%"
"Mar 28, 2018","96.65","96.65","96.65","96.65","0.01K","-0.26%"
"Mar 27, 2018","96.90","96.90","96.90","96.90","0.01K","0.31%"
"Mar 26, 2018","96.60","96.60","96.60","96.60","0.01K","-0.16%"
"Mar 23, 2018","96.75","96.75","96.75","96.75","0.03K","0.05%"
"Mar 22, 2018","96.70","96.90","96.90","96.90","0.01K","-0.46%"
"Mar 21, 2018","97.15","97.15","97.15","97.15","0.01K","-0.21%"
"Mar 20, 2018","97.35","97.35","97.35","97.35","0.03K","0.62%"
"Mar 19, 2018","96.75","96.75","96.75","96.75","0.02K","-0.41%"
"Mar 16, 2018","97.15","97.15","97.15","97.15","0.02K","-0.72%"
"Mar 15, 2018","97.85","97.85","97.85","97.85","0.07K","0.15%"
"Mar 14, 2018","97.70","97.00","97.00","97.00","0.01K","-0.31%"
"Mar 13, 2018","98.00","98.00","98.05","97.90","0.05K","0.00%"
"Mar 12, 2018","98.00","99.00","99.00","98.25","0.02K","-1.41%"
"Mar 09, 2018","99.40","99.40","99.40","99.40","0.01K","-0.55%"
"Mar 08, 2018","99.95","100.00","100.00","100.00","0.02K","0.20%"
"Mar 07, 2018","99.75","101.00","101.00","100.00","0.02K","-1.72%"
"Mar 06, 2018","101.50","101.50","101.50","101.50","0.03K","-0.49%"
"Mar 05, 2018","102.00","102.00","102.00","102.00","0.02K","-0.87%"
"Mar 02, 2018","102.90","103.00","103.00","103.00","0.03K","0.00%"
"Mar 01, 2018","102.90","102.90","102.90","102.90","0.01K","-1.29%"
"Feb 28, 2018","104.25","103.90","104.00","103.75","0.03K","-0.05%"
"Feb 27, 2018","104.30","103.50","104.00","103.50","0.03K","-0.29%"
"Feb 26, 2018","104.60","107.15","107.15","105.00","0.05K","-0.48%"
"Feb 23, 2018","105.10","105.10","105.10","105.10","0.01K","-0.52%"
"Feb 22, 2018","105.65","105.65","105.65","105.65","0.02K","0.09%"
"Feb 21, 2018","105.55","105.55","105.55","105.55","0.01K","0.29%"
"Feb 20, 2018","105.25","105.25","105.25","105.25","0.01K","-0.05%"
"Feb 19, 2018","105.30","105.30","105.30","105.30","0.01K","0.57%"
"Feb 16, 2018","104.70","104.70","104.70","104.70","0.00K","0.53%"
"Feb 15, 2018","104.15","104.15","104.15","104.15","0.02K","-0.24%"
"Feb 14, 2018","104.40","104.40","104.40","104.40","0.03K","1.70%"
"Feb 13, 2018","102.65","102.65","102.65","102.65","0.10K","0.98%"
"Feb 12, 2018","101.65","101.65","101.65","101.65","0.01K","0.49%"
"Feb 09, 2018","101.15","101.15","101.15","101.15","0.02K","0.25%"
"Feb 08, 2018","100.90","100.90","100.90","100.90","0.07K","-1.80%"
"Feb 07, 2018","102.75","102.75","102.75","102.75","0.10K","-1.20%"
"Feb 06, 2018","104.00","104.40","104.40","104.40","0.02K","-0.53%"
"Feb 05, 2018","104.55","104.55","104.55","104.55","0.01K","-0.19%"
"Feb 02, 2018","104.75","104.75","104.75","104.75","0.01K","0.34%"
"Feb 01, 2018","104.40","104.40","104.40","104.40","0.03K","0.05%"
"Jan 31, 2018","104.35","104.35","104.35","104.35","0.07K","-2.61%"
"Jan 30, 2018","107.15","108.50","108.50","107.75","0.02K","-1.70%"
"Jan 29, 2018","109.00","109.00","109.65","109.00","0.05K","2.35%"
"Jan 26, 2018","106.50","106.50","106.50","106.50","0.00K","0.00%"
"Jan 25, 2018","106.50","106.50","106.50","106.50","0.01K","-0.42%"
"Jan 24, 2018","106.95","106.95","106.95","106.95","0.01K","0.42%"
"Jan 23, 2018","106.50","106.50","106.50","106.50","0.01K","0.00%"
"Jan 22, 2018","106.50","106.50","106.50","106.50","0.03K","-0.23%"
"Jan 19, 2018","106.75","106.75","106.75","106.75","0.03K","0.00%"
"Jan 18, 2018","106.75","106.75","106.75","106.75","0.01K","0.19%"
"Jan 17, 2018","106.55","106.55","106.55","106.55","0.01K","0.09%"
"Jan 16, 2018","106.45","107.00","107.05","106.55","0.08K","0.05%"
"Jan 15, 2018","106.40","106.40","106.40","106.40","0.02K","0.52%"
"Jan 12, 2018","105.85","105.85","105.85","105.85","0.00K","-0.24%"
"Jan 11, 2018","106.10","106.10","106.10","106.10","0.03K","-0.42%"
"Jan 10, 2018","106.55","106.55","106.55","106.55","0.02K","-0.42%"
"Jan 09, 2018","107.00","107.00","107.00","107.00","0.04K","0.23%"
"Jan 08, 2018","106.75","105.90","107.00","105.90","0.08K","1.38%"
"Jan 05, 2018","105.30","105.25","105.50","105.00","0.15K","0.33%"
"Jan 04, 2018","104.95","105.00","105.00","105.00","0.05K","1.11%"
"Jan 03, 2018","103.80","103.80","103.80","103.80","-","1.12%"
"Jan 02, 2018","102.65","102.65","102.65","102.65","0.01K","1.84%"
"Dec 29, 2017","100.80","100.80","100.80","100.80","-","-0.40%"
"Dec 28, 2017","101.20","101.20","101.20","101.20","0.01K","1.00%"
"Dec 27, 2017","100.20","100.20","100.20","100.20","-","0.00%"
"Dec 26, 2017","100.20","100.20","100.20","100.20","-","0.00%"
"Dec 22, 2017","100.20","100.20","100.20","100.20","0.01K","0.00%"
"Dec 21, 2017","100.20","100.20","100.20","100.20","0.01K","-0.05%"
"Dec 20, 2017","100.25","100.25","100.25","100.25","0.01K","-0.05%"
"Dec 19, 2017","100.30","100.30","100.30","100.30","0.01K","0.15%"
"Dec 18, 2017","100.15","100.15","100.15","100.15","0.02K","0.15%"
"Dec 15, 2017","100.00","100.00","100.00","100.00","0.04K","0.30%"
"Dec 14, 2017","99.70","99.70","99.70","99.70","0.04K","0.05%"
"Dec 13, 2017","99.65","99.65","99.65","99.65","0.03K","1.01%"
"Dec 12, 2017","98.65","98.65","98.65","98.65","0.02K","0.61%"
"Dec 11, 2017","98.05","98.05","98.05","98.05","0.01K","0.51%"
"Dec 08, 2017","97.55","97.55","97.55","97.55","0.02K","0.31%"
"Dec 07, 2017","97.25","97.25","97.25","97.25","0.01K","0.15%"
"Dec 06, 2017","97.10","97.10","97.10","97.10","0.03K","0.57%"
"Dec 05, 2017","96.55","96.55","96.55","96.55","0.00K","-0.77%"
"Dec 04, 2017","97.30","97.70","97.70","97.70","0.01K","0.36%"
"Dec 01, 2017","96.95","96.95","96.95","96.95","0.01K","0.15%"
"Nov 30, 2017","96.80","96.80","96.80","96.80","0.01K","0.00%"
"Nov 29, 2017","96.80","97.00","97.00","97.00","0.01K","0.41%"
"Nov 28, 2017","96.40","96.00","97.00","96.00","0.04K","1.42%"
"Nov 27, 2017","95.05","95.05","95.05","95.05","0.01K","-1.55%"
"Nov 24, 2017","96.55","96.55","96.55","96.55","0.03K","0.47%"
"Nov 23, 2017","96.10","96.10","96.10","96.10","0.04K","-0.10%"
"Nov 22, 2017","96.20","96.20","96.20","96.20","0.00K","0.31%"
"Nov 21, 2017","95.90","95.90","95.90","95.90","0.02K","-0.36%"
"Nov 20, 2017","96.25","96.25","96.25","96.25","0.02K","-0.31%"
"Nov 17, 2017","96.55","96.55","96.55","96.55","0.01K","-0.21%"
"Nov 16, 2017","96.75","96.75","96.75","96.75","0.02K","-0.82%"
"Nov 15, 2017","97.55","97.55","97.55","97.55","0.01K","-0.05%"
"Nov 14, 2017","97.60","97.60","97.60","97.60","0.01K","-0.20%"
"Nov 13, 2017","97.80","97.80","97.80","97.80","0.01K","0.15%"
"Nov 10, 2017","97.65","97.65","97.65","97.65","0.01K","-0.05%"
"Nov 09, 2017","97.70","97.70","97.70","97.70","0.01K","-0.31%"
"Nov 08, 2017","98.00","98.00","98.00","98.00","0.04K","-0.51%"
"Nov 07, 2017","98.50","98.50","98.50","98.50","0.03K","-0.25%"
"Nov 06, 2017","98.75","98.75","98.75","98.75","0.01K","-0.25%"
"Nov 03, 2017","99.00","99.00","99.00","99.00","0.01K","-1.20%"
"Nov 02, 2017","100.20","100.20","100.20","100.20","0.01K","0.20%"
"Nov 01, 2017","100.00","100.00","100.00","100.00","0.06K","0.10%"
"Oct 31, 2017","99.90","99.90","99.90","99.90","0.09K","0.50%"
"Oct 30, 2017","99.40","98.75","99.50","98.75","0.08K","2.00%"
"Oct 27, 2017","97.45","97.45","97.45","97.45","0.01K","0.36%"
"Oct 26, 2017","97.10","97.10","97.10","97.10","0.02K","-0.05%"
"Oct 25, 2017","97.15","97.15","97.15","97.15","0.02K","-0.05%"
"Oct 24, 2017","97.20","97.20","97.20","97.20","0.04K","0.67%"
"Oct 23, 2017","96.55","96.50","96.50","96.50","0.00K","-0.62%"
"Oct 20, 2017","97.15","97.15","97.15","97.15","0.04K","0.41%"
"Oct 19, 2017","96.75","96.75","96.75","96.75","0.03K","-0.36%"
"Oct 18, 2017","97.10","97.10","97.10","97.10","0.02K","0.99%"
"Oct 17, 2017","96.15","96.15","96.15","96.15","0.01K","0.00%"
"Oct 16, 2017","96.15","96.15","96.15","96.15","0.07K","0.42%"
"Oct 13, 2017","95.75","95.75","95.75","95.75","0.02K","0.63%"
"Oct 12, 2017","95.15","95.15","95.15","95.15","0.05K","-0.94%"
"Oct 11, 2017","96.05","96.05","96.05","96.05","0.05K","0.73%"
"Oct 10, 2017","95.35","95.35","95.35","95.35","0.03K","-1.35%"
"Oct 09, 2017","96.65","96.65","96.65","96.65","0.02K","-0.72%"
"Oct 06, 2017","97.35","97.35","97.35","97.35","0.04K","-1.32%"
"Oct 05, 2017","98.65","98.65","98.65","98.65","0.06K","-0.35%"
"Oct 04, 2017","99.00","97.00","98.40","97.00","0.11K","2.06%"
"Oct 03, 2017","97.00","97.00","97.00","97.00","0.03K","1.15%"
"Oct 02, 2017","95.90","95.90","95.90","95.90","0.01K","-1.39%"
"Sep 29, 2017","97.25","97.25","97.25","97.25","0.06K","0.15%"
"Sep 28, 2017","97.10","97.10","97.10","97.10","0.03K","-0.15%"
"Sep 27, 2017","97.25","97.25","97.25","97.25","0.04K","0.26%"
"Sep 26, 2017","97.00","97.00","97.00","97.00","0.02K","0.05%"
"Sep 25, 2017","96.95","96.95","96.95","96.95","0.02K","-0.26%"
"Sep 22, 2017","97.20","97.20","97.20","97.20","0.03K","-0.10%"
"Sep 21, 2017","97.30","97.30","97.30","97.30","0.06K","-0.66%"
"Sep 20, 2017","97.95","97.95","97.95","97.95","0.04K","-0.25%"
"Sep 19, 2017","98.20","98.20","98.20","98.20","0.01K","-0.05%"
"Sep 18, 2017","98.25","98.25","98.25","98.25","0.03K","-0.96%"
"Sep 15, 2017","99.20","99.20","99.20","99.20","0.03K","-0.80%"
"Sep 14, 2017","100.00","100.00","100.00","100.00","0.09K","-0.30%"
"Sep 13, 2017","100.30","101.00","101.00","101.00","0.01K","0.55%"
"Sep 12, 2017","99.75","99.75","99.75","99.75","0.02K","0.20%"
"Sep 11, 2017","99.55","99.55","99.55","99.55","0.03K","1.12%"
"Sep 08, 2017","98.45","98.45","98.45","98.45","0.01K","0.82%"
"Sep 07, 2017","97.65","98.00","98.00","98.00","0.03K","-0.26%"
"Sep 06, 2017","97.90","97.90","97.90","97.90","0.02K","0.10%"
"Sep 05, 2017","97.80","97.80","97.80","97.80","0.03K","0.93%"
"Sep 04, 2017","96.90","96.50","97.00","96.50","0.02K","1.15%"
"Sep 01, 2017","95.80","95.80","95.80","95.80","0.02K","0.52%"
"Aug 31, 2017","95.30","95.30","95.30","95.30","0.07K","-2.16%"
"Aug 30, 2017","97.40","97.40","97.40","97.40","0.02K","0.36%"
"Aug 29, 2017","97.05","97.05","97.05","97.05","0.10K","-0.72%"
"Aug 28, 2017","97.75","97.75","97.75","97.75","0.00K","-0.86%"
"Aug 25, 2017","98.60","98.60","98.60","98.60","0.02K","0.20%"
"Aug 24, 2017","98.40","98.40","98.40","98.40","0.00K","0.05%"
"Aug 23, 2017","98.35","98.35","98.35","98.35","0.00K","-0.05%"
"Aug 22, 2017","98.40","98.40","98.40","98.40","0.00K","0.05%"
"Aug 21, 2017","98.35","98.35","98.35","98.35","0.01K","0.05%"
"Aug 18, 2017","98.30","98.30","98.30","98.30","0.02K","0.25%"
"Aug 17, 2017","98.05","98.05","98.05","98.05","0.03K","0.62%"
"Aug 16, 2017","97.45","97.45","97.45","97.45","0.01K","2.63%"
"Aug 15, 2017","94.95","94.95","94.95","94.95","0.01K","-0.52%"
"Aug 14, 2017","95.45","95.45","95.45","95.45","0.02K","-0.37%"
"Aug 11, 2017","95.80","95.80","95.80","95.80","0.03K","-0.05%"
"Aug 10, 2017","95.85","95.85","95.85","95.85","0.03K","0.68%"
"Aug 09, 2017","95.20","95.20","95.20","95.20","0.01K","1.22%"
"Aug 08, 2017","94.05","94.05","94.05","94.05","0.03K","-1.00%"
"Aug 07, 2017","95.00","95.00","95.00","95.00","0.01K","-0.37%"
"Aug 04, 2017","95.35","95.35","95.35","95.35","0.02K","0.85%"
"Aug 03, 2017","94.55","94.55","94.55","94.55","0.03K","-0.53%"
"Aug 02, 2017","95.05","95.05","95.05","95.05","0.07K","0.37%"
"Aug 01, 2017","94.70","94.70","94.70","94.70","0.02K","1.61%"
"Jul 31, 2017","93.20","91.75","94.00","91.75","0.10K","6.88%"
"Jul 28, 2017","87.20","87.20","87.20","87.20","0.03K","-0.11%"
"Jul 27, 2017","87.30","87.30","87.30","87.30","0.02K","0.06%"
"Jul 26, 2017","87.25","87.25","87.25","87.25","0.04K","0.52%"
"Jul 25, 2017","86.80","86.80","86.80","86.80","0.01K","0.52%"
"Jul 24, 2017","86.35","86.35","86.35","86.35","0.01K","-0.12%"
"Jul 21, 2017","86.45","86.45","86.45","86.45","0.02K","-0.29%"
"Jul 20, 2017","86.70","86.70","86.70","86.70","0.01K","0.99%"
"Jul 19, 2017","85.85","85.85","85.85","85.85","0.13K","0.35%"
"Jul 18, 2017","85.55","85.55","85.55","85.55","0.04K","1.48%"
"Jul 17, 2017","84.30","84.30","84.30","84.30","0.02K","0.42%"
"Jul 14, 2017","83.95","83.95","83.95","83.95","0.02K","0.18%"
"Jul 13, 2017","83.80","83.80","83.80","83.80","0.22K","0.72%"
"Jul 12, 2017","83.20","83.20","83.20","83.20","0.02K","-0.18%"
"Jul 11, 2017","83.35","83.35","83.35","83.35","0.08K","1.21%"
"Jul 10, 2017","82.35","82.35","82.35","82.35","0.02K","-0.24%"
"Jul 07, 2017","82.55","82.55","82.55","82.55","0.01K","-0.78%"
"Jul 06, 2017","83.20","83.20","83.20","83.20","0.04K","0.18%"
"Jul 05, 2017","83.05","83.05","83.05","83.05","0.18K","2.34%"
"Jul 04, 2017","81.15","81.15","81.15","81.15","0.14K","2.14%"
"Jul 03, 2017","79.45","79.45","79.45","79.45","0.07K","-1.91%"
"Jun 30, 2017","81.00","81.00","81.00","81.00","0.02K","0.06%"
"Jun 29, 2017","80.95","80.95","80.95","80.95","0.04K","0.37%"
"Jun 28, 2017","80.65","80.65","80.65","80.65","0.02K","0.06%"
"Jun 27, 2017","80.60","80.60","80.60","80.60","0.01K","0.06%"
"Jun 26, 2017","80.55","80.55","80.55","80.55","0.01K","-0.12%"
"Jun 23, 2017","80.65","80.65","80.65","80.65","0.00K","0.06%"
"Jun 22, 2017","80.60","80.60","80.60","80.60","0.03K","-0.12%"
"Jun 21, 2017","80.70","80.70","80.70","80.70","0.01K","-0.06%"
"Jun 20, 2017","80.75","80.75","80.75","80.75","0.05K","-0.55%"
"Jun 19, 2017","81.20","81.20","81.20","81.20","0.01K","0.43%"
"Jun 16, 2017","80.85","80.85","80.85","80.85","0.02K","0.06%"
"Jun 15, 2017","80.80","80.80","80.80","80.80","0.02K","0.37%"
"Jun 14, 2017","80.50","80.50","80.50","80.50","0.02K","-0.43%"
"Jun 13, 2017","80.85","80.85","80.85","80.85","0.08K","1.76%"
"Jun 12, 2017","79.45","79.45","79.45","79.45","0.01K","0.00%"
"Jun 09, 2017","79.45","79.45","79.45","79.45","0.03K","0.19%"
"Jun 08, 2017","79.30","79.30","79.30","79.30","0.04K","1.08%"
"Jun 07, 2017","78.45","78.00","78.00","78.00","0.04K","1.95%"
"Jun 06, 2017","76.95","76.95","76.95","76.95","0.10K","1.38%"
"Jun 05, 2017","75.90","75.90","75.90","75.90","0.03K","-0.13%"
"Jun 02, 2017","76.00","76.00","76.00","76.00","0.01K","2.01%"
"Jun 01, 2017","74.50","74.00","74.00","74.00","0.00K","1.43%"
"May 31, 2017","73.45","73.45","73.45","73.45","0.01K","-0.88%"
"May 30, 2017","74.10","74.10","74.10","74.10","0.12K","0.34%"
"May 29, 2017","73.85","73.85","73.85","73.85","-","-0.81%"
"May 26, 2017","74.45","74.45","74.45","74.45","0.01K","0.00%"
"May 25, 2017","74.45","74.45","74.45","74.45","0.03K","0.00%"
"May 24, 2017","74.45","74.45","74.45","74.45","0.01K","0.13%"
"May 23, 2017","74.35","74.35","74.35","74.35","0.01K","-0.60%"
"May 22, 2017","74.80","74.65","74.65","74.65","0.03K","0.74%"
"May 19, 2017","74.25","74.25","74.25","74.25","0.03K","0.27%"
"May 18, 2017","74.05","74.05","74.05","74.05","0.10K","0.34%"
"May 17, 2017","73.80","73.80","73.80","73.80","0.02K","0.75%"
"May 16, 2017","73.25","73.25","73.25","73.25","0.06K","-0.07%"
"May 15, 2017","73.30","73.30","73.30","73.30","0.03K","-0.41%"
"May 12, 2017","73.60","73.60","73.60","73.60","0.05K","0.41%"
"May 11, 2017","73.30","73.60","73.60","73.60","0.01K","-1.08%"
"May 10, 2017","74.10","74.10","74.10","74.10","0.12K","0.34%"
"May 09, 2017","73.85","73.85","73.85","73.85","0.01K","-0.47%"
"May 08, 2017","74.20","74.20","74.20","74.20","0.04K","-4.87%"
"May 05, 2017","78.00","78.00","78.00","78.00","0.17K","0.00%"
"May 04, 2017","78.00","78.00","78.00","78.00","0.12K","0.00%"
"May 03, 2017","78.00","78.00","78.00","78.00","0.07K","-1.27%"
"May 02, 2017","79.00","79.00","79.00","79.00","0.02K","-0.50%"
"May 01, 2017","79.40","79.40","79.40","79.40","-","-4.97%"
"Apr 28, 2017","83.55","83.55","83.55","83.55","0.04K","-1.47%"
"Apr 27, 2017","84.80","84.80","84.80","84.80","0.04K","1.19%"
"Apr 26, 2017","83.80","83.80","83.80","83.80","0.02K","-0.06%"
"Apr 25, 2017","83.85","83.85","83.85","83.85","0.05K","-0.06%"
"Apr 24, 2017","83.90","83.90","83.90","83.90","0.01K","-0.36%"
"Apr 21, 2017","84.20","84.20","84.20","84.20","0.02K","0.06%"
"Apr 20, 2017","84.15","84.15","84.15","84.15","0.01K","0.06%"
"Apr 19, 2017","84.10","84.10","84.10","84.10","0.03K","-0.30%"
"Apr 18, 2017","84.35","84.35","84.35","84.35","0.01K","0.24%"
"Apr 17, 2017","84.15","84.15","84.15","84.15","-","0.00%"
"Apr 13, 2017","84.15","84.15","84.15","84.15","0.03K","-0.47%"
"Apr 12, 2017","84.55","84.55","84.55","84.55","0.04K","-0.35%"
"Apr 11, 2017","84.85","84.85","84.85","84.85","0.13K","-2.19%"
"Apr 10, 2017","86.75","86.75","86.75","86.75","0.16K","-1.64%"
"Apr 07, 2017","88.20","88.20","88.20","88.20","0.19K","-1.62%"
"Apr 06, 2017","89.65","89.65","89.65","89.65","0.25K","0.22%"
"Apr 05, 2017","89.45","89.45","89.45","89.45","0.18K","-0.33%"
"Apr 04, 2017","89.75","90.40","90.40","90.40","0.24K","0.28%"
"Apr 03, 2017","89.50","89.50","89.50","89.50","0.22K","10.84%"
"Mar 31, 2017","80.75","80.75","80.75","80.75","0.03K","0.06%"
"Mar 30, 2017","80.70","80.70","80.70","80.70","0.04K","-0.06%"
"Mar 29, 2017","80.75","80.75","80.75","80.75","0.04K","0.00%"
"Mar 28, 2017","80.75","80.75","80.75","80.75","0.03K","-0.25%"
"Mar 27, 2017","80.95","80.95","80.95","80.95","0.03K","0.00%"
"Mar 24, 2017","80.95","80.95","80.95","80.95","0.01K","0.00%"
"Mar 23, 2017","80.95","80.95","80.95","80.95","0.02K","0.68%"
"Mar 22, 2017","80.40","80.40","80.40","80.40","0.04K","-0.19%"
"Mar 21, 2017","80.55","80.55","80.55","80.55","0.01K","-0.43%"
"Mar 20, 2017","80.90","80.90","80.90","80.90","0.04K","-0.49%"
"Mar 17, 2017","81.30","81.30","81.30","81.30","0.09K","0.25%"
"Mar 16, 2017","81.10","81.35","81.35","81.25","0.02K","-0.67%"
"Mar 15, 2017","81.65","81.75","81.75","81.70","0.03K","0.93%"
"Mar 14, 2017","80.90","80.90","80.90","80.90","0.02K","-0.25%"
"Mar 13, 2017","81.10","81.10","81.10","81.10","0.06K","2.98%"
"Mar 10, 2017","78.75","78.75","78.75","78.75","0.11K","0.70%"
"Mar 09, 2017","78.20","78.20","78.20","78.20","0.22K","-0.57%"
"Mar 08, 2017","78.65","78.65","78.65","78.65","0.13K","-0.76%"
"Mar 07, 2017","79.25","79.25","79.25","79.25","0.10K","-1.18%"
"Mar 06, 2017","80.20","80.35","80.35","80.35","0.05K","-0.93%"
"Mar 03, 2017","80.95","80.95","80.95","80.95","0.10K","-1.52%"
"Mar 02, 2017","82.20","82.40","82.40","82.25","0.05K","-0.66%"
