"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 10, 2013","94.85","94.85","94.85","94.85","0.02K","-1.20%"
"Feb 03, 2013","96.00","96.00","96.00","96.00","0.20K","0.63%"
"Jan 27, 2013","95.40","95.40","95.40","95.40","0.08K","2.31%"
"Jan 20, 2013","93.25","93.25","93.25","93.25","-","0.00%"
"Jan 13, 2013","93.25","93.25","93.25","93.25","0.02K","-0.43%"
"Jan 06, 2013","93.65","93.65","93.65","93.65","0.09K","-1.42%"
"Dec 30, 2012","95.00","95.00","95.00","95.00","0.03K","1.55%"
"Dec 23, 2012","93.55","93.55","93.55","93.55","-","0.11%"
"Dec 16, 2012","93.45","93.45","93.45","93.45","0.02K","-0.32%"
"Dec 09, 2012","93.75","93.75","93.75","93.75","0.13K","0.59%"
"Dec 02, 2012","93.20","93.20","93.20","93.20","0.03K","8.50%"
"Nov 25, 2012","85.90","85.90","85.90","85.90","0.15K","0.53%"
"Nov 18, 2012","85.45","85.45","85.45","85.45","0.09K","-0.12%"
"Nov 11, 2012","85.55","85.55","85.55","85.55","0.02K","1.00%"
"Nov 04, 2012","84.70","84.70","84.70","84.70","0.04K","2.17%"
"Oct 28, 2012","82.90","82.90","82.90","82.90","0.43K","-0.42%"
"Oct 21, 2012","83.25","83.25","83.25","83.25","0.05K","-0.30%"
"Oct 14, 2012","83.50","83.50","83.50","83.50","0.01K","0.24%"
"Oct 07, 2012","83.30","83.30","83.30","83.30","0.05K","-3.42%"
"Sep 30, 2012","86.25","86.25","86.25","86.25","0.09K","-3.63%"
"Sep 23, 2012","89.50","89.50","89.50","89.50","0.20K","-1.05%"
"Sep 16, 2012","90.45","90.45","90.45","90.45","0.15K","0.50%"
"Sep 09, 2012","90.00","90.00","90.00","90.00","0.06K","-1.32%"
"Sep 02, 2012","91.20","91.20","91.20","91.20","0.13K","-0.60%"
"Aug 26, 2012","91.75","91.75","91.75","91.75","0.03K","0.44%"
"Aug 19, 2012","91.35","91.35","91.35","91.35","0.07K","-0.22%"
"Aug 12, 2012","91.55","91.55","91.55","91.55","0.06K","-0.65%"
"Aug 05, 2012","92.15","92.15","92.15","92.15","0.01K","2.67%"
"Jul 29, 2012","89.75","89.75","89.75","89.75","0.10K","1.53%"
"Jul 22, 2012","88.40","88.40","88.40","88.40","0.01K","0.34%"
"Jul 15, 2012","88.10","88.10","88.10","88.10","0.03K","0.63%"
"Jul 08, 2012","87.55","87.55","87.55","87.55","0.04K","-1.52%"
"Jul 01, 2012","88.90","88.90","88.90","88.90","0.02K","0.57%"
"Jun 24, 2012","88.40","88.40","88.40","88.40","-","0.28%"
"Jun 17, 2012","88.15","88.15","88.15","88.15","0.02K","0.34%"
"Jun 10, 2012","87.85","87.85","87.85","87.85","0.08K","-0.73%"
"Jun 03, 2012","88.50","88.50","88.50","88.50","0.02K","-3.01%"
"May 27, 2012","91.25","91.25","91.25","91.25","0.04K","-7.36%"
"May 20, 2012","98.50","98.50","98.50","98.50","0.02K","-0.15%"
"May 13, 2012","98.65","98.65","98.65","98.65","0.03K","-1.00%"
"May 06, 2012","99.65","99.65","99.65","99.65","0.01K","0.00%"
"Apr 29, 2012","99.65","99.65","99.65","99.65","0.10K","-3.21%"
"Apr 22, 2012","102.95","102.95","102.95","102.95","0.04K","-0.24%"
"Apr 15, 2012","103.20","103.20","103.20","103.20","0.06K","-1.76%"
"Apr 08, 2012","105.05","105.05","105.05","105.05","0.03K","-1.59%"
"Apr 01, 2012","106.75","106.75","106.75","106.75","0.10K","-0.23%"
"Mar 25, 2012","107.00","107.00","107.00","107.00","-","-0.14%"
"Mar 18, 2012","107.15","107.15","107.15","107.15","0.02K","0.00%"
"Mar 11, 2012","107.15","107.15","107.15","107.15","0.03K","-0.46%"
"Mar 04, 2012","107.65","107.65","107.65","107.65","0.11K","-2.80%"
"Feb 26, 2012","110.75","110.75","110.75","110.75","0.02K","-6.14%"
"Feb 19, 2012","118.00","118.00","118.00","118.00","-","-0.13%"
"Feb 12, 2012","118.15","118.15","118.15","118.15","0.03K","0.34%"
"Feb 05, 2012","117.75","117.75","117.75","117.75","0.11K","-0.42%"
"Jan 29, 2012","118.25","118.25","118.25","118.25","0.07K","0.13%"
"Jan 22, 2012","118.10","118.10","118.10","118.10","0.01K","1.37%"
"Jan 15, 2012","116.50","116.50","116.50","116.50","0.01K","2.51%"
"Jan 08, 2012","113.65","113.65","113.65","113.65","0.02K","0.13%"
"Jan 01, 2012","113.50","113.50","113.50","113.50","0.05K","1.11%"
